,Date,User,Tweet
20,2023-01-22 21:26:39+00:00,MunemRuz,"@slobadoktor Javi se čovek kome je umrlo dete, ova kučka mu prekine vezu. 
""Pedijatar"" koji sedi i kome je i žena ""pedijatar"" na sva usta se hvali kako je i svom detetu dao MMR, i kako je dete dobilo ""nešto"" što ni on ni supruga nisu znali šta je, pa mu je njegova majka rekla da su boginje.🤣"
21,2023-01-22 01:31:33+00:00,CecaDr,"@V_MadnessMaster Ja primila MMR  2019. Kad je izbila epidemija, vadili nam krv(zdr.radnicima) ko nema At da se imunizije, ja jedva dočekala. I evo nisam živa 🤔😅"
22,2023-01-21 12:01:02+00:00,TRTBalkanBHSC,"Početkom ove godine alarmirane su sve službe u Crnoj Gori zbog straha od epidemije malih boginja u toj balkanskoj zemlji, ponajviše zbog toga što je mali broj djece vakcinisan vakcinom koja štiti od ospica, zaušnjaka i rubeole (MMR). 

#Balkan #maleboginje #vakcine #djeca"
23,2023-01-21 09:22:37+00:00,ijzcg,"Ne postoji specifičan lijek za male boginje.Primjenjuje se terapija za olakšavanje simptoma.
Najbolji način da se zaštitite je vakcinacija.
MMR je izuzetno bezbjedna i djelotvorna vakcina koja pruža zaštitu protiv virusa malih boginja, zauški i rubele. 
#ijzcg https://t.co/QLWaqSSxJI"
24,2023-01-21 07:57:33+00:00,Nebojak,"@Vasabio4 Mmr se počela davati početkom devedesetih tako da je nismo mogli primati ""svi"" i  da je zahvaljujući njoj broj autistične dece povećan za 1000% u odnosu na ranije.
3.Vakcina štiti 10 godina,kad preležiš boginje imaš doživotni imunitet što nikako be odgovara farmako- mafiji..."
25,2023-01-20 19:29:10+00:00,OnlineDanas,"Đerlek: Proveravamo celu vakcinalnu kartoteku na teritoriji Srbije, od 12 obolelih od malih boginja, devet nije primilo MMR vakcinu https://t.co/S8Yl0LvGb3"
26,2023-01-19 19:33:31+00:00,Novimagazin,"Iz nedeljnika #NoviMagazin

Izbegavanje MMR vakcine: Epidemija malih boginja na pragu ---
https://t.co/olmOrNGq5d https://t.co/nkUOL5RT6V"
27,2023-01-19 15:00:32+00:00,Insajder_net,"Zašto se roditelji plaše MMR vakcine? Male boginje, tuberkuloza, „Kraken“ – kako se vraća nauka u XXI vek? Ima li država odgovor na antivakserske pokrete?

#InsajderDebata sa @SuzanaTrninic

🕙 Večeras u 22.00 na #InsajderTV 🔺
📺 SBB 17, MTS 118, Supernova 24, Yettel 11"
28,2023-01-19 10:30:00+00:00,Insajder_net,"Zašto se roditelji plaše MMR vakcine? Male boginje, tuberkuloza, „Kraken“ – kako se vraća nauka u XXI vek? Ima li država odgovor na antivakserske pokrete?

#InsajderDebata sa @SuzanaTrninic 

🕙 Večeras u 22.00 na #InsajderTV 🔺
📺 SBB 17, MTS 118, Supernova 24, Yettel 11"
29,2023-01-18 22:35:28+00:00,majka1956,"U Smederevu dvanaest mališana obolelo od Morbila.
Šestoro je vakcinisano a šestoro nije.
MMR
Molim vaksere da mi objasne."
30,2023-01-18 19:44:31+00:00,vilajemojeime,"Danas iskljucili jedno dete iz grupe. Osip, sumnja se na varičelu ali nije potvrdio pedijatar. Majka u grupu roditeljima pusta poruku da je dete izdvojeno jer ima boginje. U grupi nastaje rat izmedju onih cija su deca primila MMR i onih cija nisu. 
Niko da shvati da MMR nema veze"
31,2023-01-18 10:51:30+00:00,OnlineDanas,"Preti epidemija morbila: Alarmantno u Novom Sadu jer je najmanje dece primilo MMR vakcinu
https://t.co/MHbjEDq3Ij"
32,2023-01-18 07:24:40+00:00,PraviUgao,"Male boginje su ozbiljna, visoko zarazna bolest od koje se i danas umire. Kod male dece ide uz upalu sluznice a komplikacije vode do upale pluća i mozga. MMR vakcina je bezbedna. Navodna veza sa autizmom je dokazana neistina, dr Dragoslav Popović, UNICEF
https://t.co/fRZ8COSqvn"
33,2023-01-17 14:55:55+00:00,RaskrinkavanjeM,"Koliko su opasne male boginje i koga mogu ugroziti? Da li su opasnije male boginje ili MMR vakcina?  

Odgovore na ova pitanja dala nam je epidemiološkinja Milena Popović Samardžić. https://t.co/IIjmagAAKu"
34,2023-01-17 13:12:53+00:00,Tvzonaplus,"APEL SLD: ZAŠTITE DECU MMR VAKCINOM, SRBIJA NA PRAGU EPIDEMIJE - https://t.co/ARkMLHKncj - Srpsko lekarsko društvo apelovalo je na roditelje koji decu nisu zaštili MMR vakcinom da to bez oklevanja i što pre učine ukazujući na to da se Srbija, zbog drastičnog pada primene te va... https://t.co/WZ57mSDL5H"
35,2023-01-17 11:54:27+00:00,Beograd202,"Uspeli smo da napravimo novu epidemiju, ovog puta „starog neprijatelja“ – #MaleBoginje!
Kada je reč o obuhvatu vakcinisane dece #MMR-om u #Srbija, ona je najniža u poslednjem periodu i struka je najavljivala da nam je epidemija na pragu.
🔊 #ObratiPažnju od 13.00
🎙️ @rintaricka https://t.co/kz9HYzXe6t"
36,2023-01-17 11:00:12+00:00,Insajder_net,"Srpsko lekarsko društvo apelovalo je na roditelje koji decu nisu zaštitili MMR vakcinom da to bez oklevanja i što pre učine ukazujući na to da se Srbija nalazi na pragu epidemije morbila, mupsa i rubeole. https://t.co/2wc0SY53RK"
37,2023-01-16 15:42:29+00:00,roditeljime,"Statistika o slabim obuhvatima MMR vakcinom i pojava prvih slučajeva morbila u regionu, ukazuje na hitnu  mobilizaciju svih društvenih činilaca kako bi izbjegli teške scenarije kakve epidemija može donijeti, poruka je Nacionalne komisije za imunizaciju. 
https://t.co/YUWdn8IMUy https://t.co/ZxDut2UP9X"
38,2023-01-15 12:16:00+00:00,gocic_rade,@santicmiroslav Za koju farmaceutsku mafiju radiš.MMR vskcine su zlo pd koje deca oboljevaju od autizma.u zatvor idem ali moje drete neće da primi ta govna.obolelo dete je doživotan zatvor za roditelje
39,2023-01-15 08:55:25+00:00,zrnopameti,"U slučaju epidemije, MMR vakcinu djeca mogu primiti i prije navršenih godinu dana. Da se doza dove nulta.  https://t.co/d0Y3r9Qgox"
40,2023-01-14 23:52:50+00:00,VesnaKostic5,@veceivan @Cebe_Kratko Tvrdis da se roditeljima posle vakcina nista nije desilo a ne uzimas u obzir da su to nekad bile vakcine sto danas sa MMR nije slucaj gde je obolelo x miliona dece sirom sveta. Pitaj indijce zasto im je Gejts na listi za odstrel zbog pola miliona defektne dece nakon polio vakcine
41,2023-01-14 22:37:57+00:00,tamonekagospoja,"@dragan_pn81 @adzo83 Kako nema vakcine pobogu?mmr se daje od 1980 ako se ne varam,pomesali ste male i ovcije boginje"
42,2023-01-14 11:58:03+00:00,DOminoS63195634,"@slobodarskiduh Moj Milane jabuko sa grane...elem, preboleo sam kao dete male boginje, ospice a rubeolu dobio u vojsci, Postojna. U to vreme nije postojala MMR vaca, svi moji iz razreda, škole, bliži i dalji rođaci i prijatelji su preboleli isto, niko nije umro od tih bolesti!"
43,2023-01-13 23:01:10+00:00,milos1936,"@sremac_ Smrad od zene, odakle joj unuce kada nema dece! Slusam danas pojavile se boginje, mamu vam raspalu promovisete otrove MMR vakcinu i HPV, sterilitet. I celi dan zuje o navali boginja i raka grlica maternice kod dece. Fukare"
44,2023-01-13 22:33:27+00:00,sumapeva,"@veceivan Mislim da je mmr postao obavezan tek 80ih, ja sam preležala te boginje. Nama je pedijatar savetovao da dete ne vakcinišemo pre nego što počne da govori. Možda neka komponenta vakcine ne prija deci sa određenom alergijom. Ne znam, ali mnogo je dece sa autizmom, bez objašnjenja."
45,2023-01-13 22:32:24+00:00,alek2591,"@KPragmatik @DaZivimSan Mmr je vakcina protiv morbila, tj. Malih boginja.
MMR-morbili(male boginje), mumps (zauske) i rubeole."
46,2023-01-13 18:42:54+00:00,cretyne,@maleticjasmina Ljudi umiru svakako - možda najgori argument vezano sa bilo šta ikada. Tih 15 ljudi u toj epidemiji nije moralo da umre. Jer imamo način da to sprečimo. Ima ljudi koji ne smeju da prime vakcinu - tačno! Ciljni obuhvat za MMR je 95% i tada se stvara kolektivni imunitet koji
47,2023-01-13 14:44:28+00:00,XeniaKsenia21,"@baneraicevic @Lilian60926236 Bane, vakcinisani su BCG vakcinom, zato je klinicka slika blaza. Problem su male boginje u SD gde deca vrv nisu primila MMR."
48,2023-01-13 14:40:59+00:00,bilo_jednom_,"@slobodan_1_svoj Kad se pojavio prvi slucaj malih boginja? Poslednjih 5 do 10 godina kad su youtube mame lekari odlucile da im deca ne primaju mmr. Da li je neko imao male boginje od 80tih, 90tih? Tada je bilo kolektivnog imuniteta"
49,2023-01-13 11:08:02+00:00,Shorax5,"2018. u epidemiji morbila obolelo je oko 6500 naših građana. Petnaest ljudi je umrlo. Svako treće dete je bilo hospitalizovano. Prethodno, imali smo veoma nizak obuhvat sa MMR vakcinom."
50,2023-01-13 10:22:25+00:00,biti_zdrav,"Rubeole = morbile = male boginje;
Rubela = crvenka;
Zauške = mumpsi.

Od svega štiti MMR vakcina.

Nevakcinacija je namerno dovođenje života deteta u opasnost ili ugroženost detetovog zdravlja!

Varičele = ovčije boginje. 
Variola vera = velike boginje. 
https://t.co/XsSj6rsS2h"
51,2023-01-13 10:13:54+00:00,bl_portal,MMR vakcinom vakcinisano 60 odsto djece predškolskog uzrasta: Epidemija malih boginja na pragu ✔️ https://t.co/Ymirdimszm
52,2023-01-13 09:50:26+00:00,KukurikuKokoda,"@MarioM8T @pivosok Da ali zato treba ljudima objašnjavati šta se i zašto dešava. Znam i ja za jedan slučaj deteta koje je primilo MMR dok je bilo zaraženo boginjama (asimptomatski) i razvilo je komplikacije ali to ne treba da se dešava, ne treba zaražena deca da primaju vakcinu"
53,2023-01-13 07:58:44+00:00,LicniGlas,"Dr Đevrek na tv Prva objašnjava:
-da je 9-oro dece u Novom Pazaru obolelo od TBCa i da su deca uredno vacinisana ali im je bolje
- da je nerazumljivo i neprihvatljivo da je toliko smanjen broj vakcinisane dece sa MMR
Đevrek na braniku zdravlja"
54,2023-01-13 07:52:35+00:00,rtbudva,"Institut za javno zdravlje pozvao je roditelje da vakcinišu djecu MMR vakcinom, navodeći da je učinak manje pokrivenosti vakcinacijom Crnu Goru doveo pred izbijanje epidemije malih boginja. https://t.co/eVj2rf91Ub"
55,2023-01-13 07:34:55+00:00,Zox_Zoja,@Mosimisemac @mjesecu083 U ovakvim situacijama kad preti epidemija i deca mlađa od godine mogu biti vakcinisana MMR vakcinom. Popričajte sa pedijatrom o tome. A možete kontaktirati nekog od epidemiologa u ZZJZ.
56,2023-01-13 06:59:51+00:00,la_farfalla__,"Dobro jutro!
Samo da znate da nam je obuhvat MMR vakcinom niži nego u Zimbabveu.

A epidemija na pragu."
57,2023-01-13 06:22:45+00:00,zvizdukom,"@SutanovacDragan O čemu pričate? Pa svi smo vakcinisani proriv tuverkoloze, ne znate to? Kako su onda oboleli? Juce je ministarka izjavila da deca treba da se vakcinisu protiv mmr-a zato sto su zauske jako opasne za decake. I jesu, ali zauske nisu mmr. Mesate babe i zabe, kao i obicno, zaluđujete"
58,2023-01-12 21:30:17+00:00,ogilicious,"@DimitrijevicM1 @SutanovacDragan mijesaju se babe i žabe. prvobitni antivakseri su bili ponukani lažnim naučnim člankom koji je povezao MMR, jednu od najboljih vakcina ikad, sa autizmom. ovo s tb je skroz druga priča. imate epidemiju tb u brazilu poslije kovida u favelama."
59,2023-01-12 21:01:04+00:00,JosphatMbayan,"@igor_civil_eng @ManituSale @gagapatric @adzo83 Velike boginje su navodno eradicirane (ne pelcuje se protiv njih), MMR (Morbili -male boginje,Rubeola,Mumps) sva deca dobijaju, varičele (ovčje)su blaga bolest i jedna od retkih za koje postoji antivirusni lek.U praksi sam imao najmanje 3 slučaja morbila kod vakcinisanih ljudi?!"
60,2023-01-12 20:34:45+00:00,miloyka,"@adzo83 Bolje ti trči po MMR buster…osim ako nisi preležao male boginje u detinjstvu, ni ti nisi više zaštićen😂"
61,2023-01-12 20:08:24+00:00,Jovanajovana999,"U Srbiji je proglasena epidemija Morbila. Vakcinom MMR stitite pre svega svoju, a zatim i ostalu decu! https://t.co/RDwwqsmRMd"
62,2023-01-12 19:23:25+00:00,svevidojka,@beolily @biljanicaaa Pričamo o tuberkulozi i bsg vakcini. A MMR je posebna priča. Uzgred male boginje se nisu pojavile u Novom Pazaru...
63,2023-01-12 18:49:22+00:00,kojic_dusan,"Procenat vakcinisanih MMR vakcinom koja štiti od malih boginja, zaušaka i rubeola iznosi 60.6% dok je za kolektivan imunitet potrebna pokrivenost od 95%. 
Bosna i Hercegovina mora biti spremna za pojavu moguće epidemije a u sličnoj situaciji se nalazi i Republika Srbija. https://t.co/jvzVqlD1ME"
64,2023-01-12 18:37:04+00:00,SanjaDPopov007,"@sremac_ Kov vakc. nema nikakve veze sa MMR vakcinom i nije obavezna. 
MMR vakcina se ne daje pre godinu dana i crvene fleke nisu boginje.
Boginje izgledaju drugačije.

Ovde ne može da se desi da dete dobije MMR vakcinu pre 12 meseci, a kovid vakc nije obavezna. Šanse da se to desi su 0%"
65,2023-01-12 16:10:53+00:00,melemna_zena,"@cevljanka @psychomotorist Postoje razne vrste boginja. Najčešće su varičele, tzv. ovčje boginje, koje se i lakše podnose. Male boginje ili frus se najlakše prenose i do sada su uspješno suzbijane kolektivnim imunitetom stečenim vakcinom MMR. Nažalost, kolektivni imunitet je u značajnom padu."
66,2023-01-12 15:19:06+00:00,gagapatric,"@JosphatMbayan @adzo83 Da, da. Znam kad je unukica trebala u vrtić, pre 5 g, uslov je bio primljena mmr
Meni se, recimo, ni jedna vakcina nije primila a sve redovno isprimala. Nekada se davalo u rame, svi imaju taj ožiljak. Ja ga nemam
 Kad je bila epidemija velikih boginja, gotovo sam glavom platila.."
67,2023-01-12 13:40:44+00:00,sjevercg,"IJZ: Roditelji da vakcinišu djecu MMR vakcinom, male boginje se pojavile u regionu... https://t.co/imNoyUOEEG"
68,2023-01-12 12:05:12+00:00,kopriva139,"@whitesnake1004 @OnlineDanas Varičela (ovčije boginje) i male boginje (morbili), nisu isto. Varičele se uglavnom preležu u vrtiću dok se za male boginje vakcinišu deca MMR vakcinama do druge godine. Problem je u tome što roditelji odbijaju vakcinu i tako ugrožavaju ostalu decu"
69,2023-01-12 11:31:46+00:00,MirjanaB__,"Potvrđeno je da su troje dece, uzrasta od 1,5 godine i jedna odrasla osoba u Smederevu oboleli od malih boginja.
Struka apeluje da se deca koja su napunila godinu dana vakcinišu MMR vakcinom jer nam je epidemija na pragu.
A u NP kod školske dece pojava mononukleoze."
70,2023-01-12 11:07:02+00:00,gocic_rade,@SutanovacDragan Amerikanci nisu vakcinisali narod protiv tuberkiloze epidemija prestala u isto vreme kao u evropi.klasične vakcine DA a MMR ne.previše je obolele dece od autizma posle vakcinacije
71,2023-01-12 10:44:52+00:00,noname123no1,"#caosvima posto vidim da je spomenuta tema, da su se pojavile male boginje kod nas, da li su vam deca primila mmr, ako da, kada i koliko dana pre toga ste ih povukli iz vrtica?"
72,2023-01-12 10:23:39+00:00,burning_all,"Posto na celu IJZ sad imamo budaletinu, a u zdravstvenom sistemu masovno antivaksere koji ne preporucuju MMR vakcinu, sve su prilike da nam predstoji epidemija jer nam je % vakcinisane djece sramotan."
73,2023-01-12 09:12:41+00:00,Jovanana,"12 novorođenčadi u KCS zaraženo koronom, troje nevakcinisane dece dobilo male boginje, u Pazaru se među decom pojavila tuberkuloza… Dajte, bre, deci BCG i MMR i ne dolazite na posao koronjavi ako radite s bebama https://t.co/IM4oyW0BBa"
74,2023-01-10 15:58:27+00:00,Veveri4Veverica,"Odvela pre neki dan decu kod lekara, boginje jel te i na šalteru čekamo za izolaciju, pristojno kažem mamiki sa klincima da ne prilaze blizu ako nisu preležali a gospoja ni pet ni šest ""ma primili su vakcinu neće dobiti""
Jebeno ljudi ne znaju za šta uopšte služi MMR vakcina"
75,2023-01-07 18:17:23+00:00,Wolfs_daddy,"@profdrmzaric @DavorinDinic @Jovana1244 @Sasham1978 @Spok3Spok @Kreuzberg1882 @ZIU_nine Ako krenu epidemije, uvešće obavezno. I u Nemačkoj je bio MMR ko hoće, pa kad ih je klepilo zbog avsksa, 2019 izglasali zakon da je obavezno, ili 2500 evrića kazne."
76,2023-01-07 13:34:35+00:00,Spok3Spok,"@Kreuzberg1882 @MilinaDoric @Jovana1244 @ZIU_nine @profdrmzaric Ma jebo te kovid, ovde je reč o MMR vakcini i mogućoj epidemiji morbila, a sve zbog ovih debila"
77,2023-01-07 12:56:18+00:00,Spok3Spok,"@Sasham1978 @Jovana1244 @Kreuzberg1882 @ZIU_nine @profdrmzaric U ovih 15 minuta snimka, da smo pravna zemlja, Jovana bi zaglavila 15 godina robije. Osim što laže da MMR vakcina nije zaslužna za pad broja obolelih od morbila takođe laže i o Endrju Vejkfildu čiji je rad i naučno osporen
https://t.co/Z8u0iiLzTN"
78,2023-01-07 09:50:09+00:00,Spok3Spok,"@Jovana1244 @Kreuzberg1882 @ZIU_nine @profdrmzaric Rado ću ti dati podatke u DM i tuži me. Smatram te za najveće pritajeno zlo u ovoj zemlji (pored Nestora). Ne znam kako možeš mirno da spavaš kada znaš da si dobrano doprinela epidemiji morbila 2017. svojim lupetanjima o MMR vakcini.
Neki ljudi su umrli, a da nisu ni morali."
79,2023-01-06 19:46:17+00:00,Spok3Spok,"@cyazback @ZIU_nine @jovanblazic211 @profdrmzaric @Jovana1244 Epidemija morbila iz 2017. je uzela živote ljudi koji nisu trebali da umru, a sve ""zahvaljujući"" doktorki Jovani i njenom lupetanju protiv MMR vakcine. Od korone nas je umrlo i previše opet ""zahvaljujući"" njenom lupetanju plus lupetanju Nestora"
80,2023-01-06 07:28:51+00:00,PredragHN,@profdrmzaric @ZIU_nine @Jovana1244 Ložila je bolide da MMR vakcina izaziva autizam. To njeno šarlatanstvo i loženje je direktno uticalo na epidemiju morbila u Srbiji koja je odnijela ljudske živote. Kapiram da je to jedna od rijetkih tema o kojima taksisti u Cirihu nisu najbolje obavješteni pa je ok što ne znaš.
81,2023-01-05 10:25:08+00:00,NaimLeoBesiri,"Procenat vakcinisanih MMR vakcinom koja štiti od malih boginja, zaušaka i rubeola u Srbiji iznosi 74,8%. 

Batut upozorava da je za kolektivnu zaštitu potrebno 95%. Nije pitanje da li će biti epidemije malih boginja, već kada, a ova zarazna bolest može da ima i smrtni ishod!"
82,2023-01-04 21:21:37+00:00,PajicTatjana,"@NedeljnikVreme @kogapratiti Kako nije izbijala epidemija malih boginja kod generacija koje nisu  primale vakcinu? 
Dobijali boginje i uglavnom bez većih problema preležali. I stekli trajni imunitet 
Šta se to promenilo od kad su se pojavile vakcine za male boginje? U vidu trovale ntne mmr"
